[?1034h
usig.fChiSqRatio, usig.fChiSquare, usig.fChiSquareInd, usig.fChiSquareIndRestr, usig.fChiSquareIndRestr, usig.fRisetime, usig.fUnshapedInteg, trueChEnergy
-2.92803967196 1.08317412752 759.322677998 998.982391982 998.982391982 5770.09803922 59.7010406187 2315.02810723 754.029029976
-1.55303399615 0.932069520819 20.8092373112 31.5866254291 31.5866254291 9064.70588235 53.7364237648 298.564892759 40.7300946125
-1.55303399615 0.932069520819 20.8092373112 31.5866254291 31.5866254291 9064.70588235 65.830091581 298.564892759 189.23169859
-3.28299228656 0.604713323868 -1.0 -1.0 -1.0 6622.66009852 56.2423804477 75.9881704307 56.4688635708
-1.23744025544 1.15837063268 11.5124339769 21.9345770791 21.9345770791 4878.92156863 57.7314234529 242.222008422 165.834510041
-1.38497245518 1.20695278872 18.1334724211 33.6235151315 33.6235151315 17056.9852941 60.3222658732 260.087364165 98.0358374507
-1.38497245518 1.20695278872 18.1334724211 33.6235151315 33.6235151315 17056.9852941 77.8330016171 260.087364165 150.621522272
-2.38322704106 0.873773103725 193.121001733 371.530365185 371.530365185 5239.34640523 54.8882857593 827.559735823 414.354814321
-2.38322704106 0.873773103725 193.121001733 371.530365185 371.530365185 5239.34640523 54.8882857593 827.559735823 362.242841722
-1.74134131465 1.56514018382 49.4241184795 105.187419412 105.187419412 6091.39705882 57.0534022571 404.406028017 367.625179396
-2.96047981252 1.16432014188 -1.0 -1.0 -1.0 5858.52941176 44.4092362387 87.9850954318 90.498612967
-1.81200872433 1.27474696135 37.0417072547 63.7070225934 63.7070225934 5248.10534293 48.3886631833 387.173929844 348.155244088
-2.80871564657 1.15520219337 513.709449912 975.197111909 975.197111909 5555.68813783 55.7309322807 1620.98678891 289.558634866
-2.80871564657 1.15520219337 513.709449912 975.197111909 975.197111909 5555.68813783 58.731409413 1620.98678891 954.314120738
-3.21599587879 0.778423889938 748.573961725 1167.78845503 1167.78845503 5623.92062594 54.8726224548 1795.36094155 556.253079865
-3.21599587879 0.778423889938 748.573961725 1167.78845503 1167.78845503 5623.92062594 57.7375878874 1795.36094155 824.18520353
-1.7710285206 0.930885619487 22.1421534587 40.9936255795 40.9936255795 5785.6442577 56.2016626252 359.307508407 314.335855688
-1.93543383724 1.43321796809 56.5511878946 124.163772331 124.163772331 5067.34068627 59.0270369187 455.090630033 408.794697197
-1.9841097521 0.703027453546 25.0374709986 55.0087029503 55.0087029503 4216.15196078 53.2373348873 413.445502247 324.142240666
-2.30058789506 1.11121143857 129.024917005 229.860450641 229.860450641 5187.1031746 54.3587462258 732.930787214 550.234897207
-1.41210594991 1.25154213804 17.1278810337 34.9456740321 34.9456740321 6065.68144499 66.1385577986 196.916869883 177.528133933
-2.50143684031 1.01208816121 283.95678248 522.537631559 522.537631559 5379.10675381 53.6701330144 937.96995377 914.432720131
-2.67748046484 1.03970762341 231.523544727 426.196998232 426.196998232 5368.85216773 54.5275282795 805.430154362 754.568122923
-2.80739973385 0.792959628648 630.455110481 655.829713927 655.829713927 18499.2024588 40.1176721398 2614.52165004 292.271709656
-2.80739973385 0.792959628648 630.455110481 655.829713927 655.829713927 18499.2024588 63.6661785697 2614.52165004 919.335072714
-2.80739973385 0.792959628648 630.455110481 655.829713927 655.829713927 18499.2024588 64.974503788 2614.52165004 879.605615389
-1.84863840573 0.989282885428 34.5299959693 68.651024817 68.651024817 5638.1372549 58.0264549585 295.589796891 233.563742876
-0.801795757899 1.63249517017 5.33812134167 10.2790061266 10.2790061266 7214.28571429 26.5752038501 118.86002394 101.686308632
-1.98627074388 1.09672105433 55.4490119935 102.655223003 102.655223003 5100.35714286 54.8823004962 394.565435639 357.048637258
-2.84014073184 1.00421627408 862.818040795 1659.2763968 1659.2763968 5480.83333333 66.2112762931 1731.2357592 1081.9204819
-2.84014073184 1.00421627408 862.818040795 1659.2763968 1659.2763968 5480.83333333 75.9182355701 1731.2357592 235.187219829
-2.16164158469 1.05272926001 65.3111450378 119.132948551 119.132948551 10714.379085 51.5580710623 483.411085172 44.3441974923
-2.16164158469 1.05272926001 65.3111450378 119.132948551 119.132948551 10714.379085 67.0367475925 483.411085172 336.498297729
-3.44945414084 0.50064520824 -1.0 -1.0 -1.0 8341.66666667 58.5731410262 0.0 43.2031697648
-1.44462224459 1.09051842245 14.5486871757 23.462363385 23.462363385 4504.16666667 49.4425048939 261.527648291 208.699621589
-3.02990710951 0.887754842689 -1.0 -1.0 -1.0 6320.39215686 58.1494637145 72.7047430293 59.7105762647
-0.792053858304 1.00009559814 4.31611070211 6.52687510724 6.52687510724 6529.88153595 34.4304549571 125.796235361 114.797955065
-1.05319337641 0.748391293238 5.45439637018 7.69327534342 7.69327534342 6818.25980392 51.021060065 140.437881039 117.093080103
-1.86004792573 1.11572713655 57.8120951634 103.814134274 103.814134274 6057.11206897 56.7143760584 458.516388276 419.022783708
-2.4301846044 0.954256333994 149.661857993 295.65972893 295.65972893 5506.75770308 56.0563621969 812.768997764 698.240961406
-1.9035265442 1.38659515623 27.0204193119 51.8574805697 51.8574805697 5166.71568627 46.094483375 284.302157118 233.445430059
-1.79743995032 0.849286713433 26.7472235486 46.7173897688 46.7173897688 5352.77777778 45.5147271815 327.796084396 240.032594016
-0.726548467116 0.979348183002 3.72215944376 6.06899954901 6.06899954901 7202.5862069 35.7464745763 146.113089917 95.7128384219
-1.59247292026 0.904954803141 14.1841899398 29.3518976995 29.3518976995 3888.25980392 50.5276324188 254.987834271 227.594278961
-1.87910125353 1.01033490713 39.3650403177 75.9487596259 75.9487596259 5683.02696078 49.4904759653 447.283730942 364.988436267
-1.35014863066 1.60244015049 23.313000568 37.8563659571 37.8563659571 6038.23529412 40.9253908112 287.215857048 215.161281526
-1.10440542147 1.1054839109 7.9478383484 12.6356144719 12.6356144719 5247.78325123 58.4633897284 177.35028295 156.762171208
-2.37962950065 1.19605808976 198.421024531 370.060357432 370.060357432 5565.72829132 53.6560024911 973.965049661 782.898737953
-0.839951646129 0.800715418278 5.10002704014 7.51634128068 7.51634128068 4268.97759104 61.7014164975 221.825561864 161.829706055
-1.93774312173 0.994224993109 44.9960753827 77.5262968385 77.5262968385 5105.22875817 54.0785550535 592.07995225 469.08105242
-1.77560784175 1.12180532756 48.9867635798 83.0813153773 83.0813153773 5491.72794118 60.1491045874 451.114550675 362.855682254
-1.97268392648 0.70618139421 25.2063993445 45.2422016685 45.2422016685 6246.07843137 54.5874336002 347.080890581 259.509759167
-2.25856211915 1.37552676574 89.3473051513 171.607388367 171.607388367 5411.8872549 56.5405100533 548.614258319 426.908772321
-2.14660775571 1.07192311499 63.0756699998 121.465111299 121.465111299 5989.09313725 35.3913225515 497.334864626 30.0377028209
-2.14660775571 1.07192311499 63.0756699998 121.465111299 121.465111299 5989.09313725 64.7889544415 497.334864626 367.992760842
-1.20582092775 1.74292351409 12.4397536042 29.2360603951 29.2360603951 7292.15686275 78.7438003867 180.142277075 133.563611383
-1.97019812017 1.25335220074 58.1054944208 111.365367398 111.365367398 9350.1650165 56.5542215856 443.574300216 74.7522211549
-1.97019812017 1.25335220074 58.1054944208 111.365367398 111.365367398 9350.1650165 66.7972933003 443.574300216 282.32491496
-2.51514881449 1.40900519161 209.621159656 407.001296258 407.001296258 5445.35947712 54.9357286579 940.824248963 413.917009968
-2.51514881449 1.40900519161 209.621159656 407.001296258 407.001296258 5445.35947712 57.7462598165 940.824248963 409.137435509
-3.03407860637 0.98121873339 653.158387868 1270.82045199 1270.82045199 5246.58070125 53.2001016576 1673.01884105 670.202602786
-3.03407860637 0.98121873339 653.158387868 1270.82045199 1270.82045199 5246.58070125 54.6451452074 1673.01884105 591.913106383
-3.20448932754 1.32497972148 -1.0 -1.0 -1.0 19290.2985075 48.6549255456 0.0 41.6724814854
-1.17731158753 1.71860020985 21.20104894 39.1940798999 39.1940798999 10944.4444444 65.7632951734 239.754203966 223.71408772
-1.44331580072 1.08287724083 13.6970481038 27.5918133711 27.5918133711 6842.03431373 63.0990291834 242.037175084 247.867325653
-2.10478885931 1.44098355685 131.407599958 244.377874523 244.377874523 5636.9061086 56.8038264015 758.734562779 684.075513441
0.642848961424 6.42198172679 1.40244912658 2.77226655914 2.77226655914 8347.73965142 26.7963997822 0.0 66.659113546
-2.62454136105 1.21055732028 516.85448366 747.946174929 747.946174929 5224.53431373 55.7986035433 1850.62753723 1356.03607867
-1.30175302975 1.11824604648 13.3183632316 26.077233424 26.077233424 5364.37908497 63.1043358851 213.234234253 173.736132566
-3.04784688404 1.47037042534 -1.0 -1.0 -1.0 4663.88888889 50.932929333 145.267275792 110.137677335
-1.16013193449 0.861883697307 12.0346901297 18.6315942903 18.6315942903 6179.55665025 49.5193621471 227.057361339 209.18669313
-1.86830830515 0.580887648096 24.9146857634 43.4305081518 43.4305081518 3881.96078431 49.9511478168 375.44847619 325.229234916
-1.60810750278 1.0904791946 22.3475606558 48.8191069403 48.8191069403 4283.97058824 52.5692439301 310.497655353 222.738788171
-0.902716900168 1.49032362898 11.1647303885 21.5847563163 21.5847563163 9221.81372549 56.591728967 200.501254647 151.511022514
-2.9683546772 1.85555782959 680.629073041 1078.09577514 1078.09577514 5165.63467492 53.0202516158 1592.53618004 253.05367242
-2.9683546772 1.85555782959 680.629073041 1078.09577514 1078.09577514 5165.63467492 55.7484106252 1592.53618004 1227.53384898
-3.57867369991 0.504564773571 -1.0 -1.0 -1.0 3962.5 65.7823528988 60.6580178271 53.7587133313
-2.2933207453 1.20916232471 81.9114480659 159.686413528 159.686413528 4654.69187675 53.9310171094 450.340892173 358.928764574
-0.889411025886 1.34560393104 9.59367304255 18.9911432642 18.9911432642 10609.0686275 50.5869085217 238.631999993 171.50656296
-2.12188639213 1.10994073151 101.779401067 191.735534591 191.735534591 6083.00653595 62.0648862835 618.783753021 357.621275567
-2.12188639213 1.10994073151 101.779401067 191.735534591 191.735534591 6083.00653595 72.8938917101 618.783753021 107.566411112
-1.98848399457 0.923119537891 60.3937038248 114.462421247 114.462421247 5258.62745098 58.5763619109 505.447842905 451.934559125
-0.657824319472 1.17721972147 3.90945634738 4.70090901794 4.70090901794 6165.625 63.8497894323 129.891053082 92.8219507198
-1.10859133486 0.600555941366 4.360579418 7.59195413097 7.59195413097 6601.07843137 54.1382976925 188.461190239 142.877448915
-1.78818159334 1.06263169153 47.7861861256 85.0989744609 85.0989744609 5047.38562091 58.3997536158 474.087003831 360.380575469
-1.66839681141 1.36504863237 42.1559968188 79.6354737261 79.6354737261 5534.06862745 60.0823182237 451.550869588 342.333326298
-2.50001900296 1.70887417154 398.068817024 803.641149211 803.641149211 4812.80473419 57.0891222633 1220.46659452 566.971944239
-2.50001900296 1.70887417154 398.068817024 803.641149211 803.641149211 4812.80473419 58.2579819549 1220.46659452 544.300198054
-1.4694447054 3.64301773205 195.604745294 310.342766021 310.342766021 7131.34710117 50.1838704656 842.507128111 793.734268229
-1.48359735691 1.52700356016 24.2853540484 45.1488797779 45.1488797779 9107.75862069 54.1707564704 277.408599871 220.023840795
-1.68804354644 1.46349498502 21.3690139093 45.5152187612 45.5152187612 7945.09803922 54.3373644383 250.65578233 196.414481569
-1.35847432067 0.763292857193 10.3504735342 22.0670765709 22.0670765709 8927.08333333 51.653188466 247.552616269 172.295208485
-1.72057221197 1.33786255477 46.317916499 87.1063551732 87.1063551732 6858.37438424 61.3202360612 297.237111641 239.147301744
-2.56352450502 1.87092187296 324.662562635 641.250768058 641.250768058 5300.41666667 55.2311707298 1158.63073453 427.646477522
-2.56352450502 1.87092187296 324.662562635 641.250768058 641.250768058 5300.41666667 56.7857578961 1158.63073453 440.647239385
-1.37903509079 4.04923862503 103.944188046 253.548256863 253.548256863 5474.20634921 54.8708012111 651.369445212 535.791498605
-1.99299981477 0.906942009365 40.0340859004 76.8910408339 76.8910408339 6256.25 56.0009503734 284.990902053 242.053864394
-2.58745816078 1.4350627423 204.297615565 396.884588131 396.884588131 4822.3316913 56.7106165742 844.123269939 414.797787271
-2.58745816078 1.4350627423 204.297615565 396.884588131 396.884588131 4822.3316913 58.2911437004 844.123269939 369.290612073
-2.39709872145 0.950443944164 167.304579903 312.591651423 312.591651423 5011.81372549 52.9615652478 583.190999997 547.488362586
-1.43964493264 1.51912665761 17.8152180899 35.5322008121 35.5322008121 6236.04269294 54.6590575913 280.938380965 209.881048139
-0.856722504871 0.952201716056 4.03094191775 5.53710247199 5.53710247199 3937.80637255 38.7518402923 155.035849988 115.807980845
-1.05640702335 0.876871756616 4.95692039524 7.58836362857 7.58836362857 8403.92156863 52.687118025 147.216769044 119.994658601
-1.60526109449 0.744353339729 13.5461523799 24.8131223751 24.8131223751 8652.08333333 57.4798174856 224.807041458 198.527230337
-1.79162198505 1.02877448431 30.7129471869 67.2888470246 67.2888470246 7730.2955665 54.1207812081 328.952139614 290.999889317
-3.22156491152 1.582768438 474.757683917 900.689835682 900.689835682 5074.59522423 55.4407108125 1099.86867557 540.6654462
-3.22156491152 1.582768438 474.757683917 900.689835682 900.689835682 5074.59522423 55.4407108125 1099.86867557 498.775150797
-1.45820782994 0.996150467136 12.1439411016 22.6422516042 22.6422516042 6039.01143791 54.8552185982 259.621593786 188.548614805
-1.95593660442 0.940995897499 53.3492853229 97.705825217 97.705825217 11040.8333333 67.0140639059 784.023719424 380.757484972
-1.95593660442 0.940995897499 53.3492853229 97.705825217 97.705825217 11040.8333333 76.4941339932 784.023719424 243.079715934
-1.84094845481 1.26128119214 58.4547570189 99.0183515565 99.0183515565 5357.4754902 55.5313258931 551.087830415 391.368686056
-2.46410094399 1.32838528603 218.617754809 417.293140459 417.293140459 5108.04970891 56.5256364916 1047.43470639 430.580575461
-2.46410094399 1.32838528603 218.617754809 417.293140459 417.293140459 5108.04970891 57.8384541749 1047.43470639 394.292248335
-2.00142783503 0.885370887932 69.1909742269 136.224842902 136.224842902 5987.13235294 58.2945949365 526.116185168 393.696617913
-1.99828132948 1.73759415187 132.780364783 233.166495853 233.166495853 6483.92156863 58.8859967207 548.3622232 468.132108652
-1.07101986809 1.22882654635 12.3893637869 14.2482014518 14.2482014518 6898.89705882 61.085809346 192.073542632 168.623071168
-1.36407108143 1.56060263396 16.5196060329 37.4838064449 37.4838064449 3528.65196078 52.5241183555 227.614103069 166.478606636
-1.24276273336 2.05515650905 20.9211709134 33.1395889354 33.1395889354 4156.25 48.6401244588 250.493398608 192.804603822
-1.25474293453 1.49419635325 25.4320874891 47.7538107307 47.7538107307 4735.29411765 32.7578847969 327.701921416 233.985926512
-1.89583728516 1.2898336753 64.1824581369 135.911026992 135.911026992 4532.62867647 67.2305216314 414.088664223 312.28336263
-1.73334865762 1.10490533416 32.1816884435 64.1114750159 64.1114750159 5044.85294118 58.6035213158 329.415669906 304.950217988
-2.10592454078 1.25783175225 149.388576561 295.340497752 295.340497752 6163.63357843 58.6284712165 863.744330773 780.486176444
-1.43563111393 0.983664079491 15.0300473098 29.3187655858 29.3187655858 6498.36601307 46.0035386013 298.528726814 263.32171421
-2.84500834515 1.17025638065 -1.0 -1.0 -1.0 5098.27586207 6.55761461784 77.4751740128 50.959665318
-2.62121395615 1.07523265666 289.485116564 536.872358919 536.872358919 5453.02287582 55.6101967668 1011.07173725 495.839513432
-2.62121395615 1.07523265666 289.485116564 536.872358919 536.872358919 5453.02287582 58.0377879261 1011.07173725 448.116013173
-1.94142696927 0.696384870265 29.101183954 50.7150885775 50.7150885775 4736.51960784 55.2811662344 347.462131169 318.901994028
-2.01970542999 1.55211217088 127.499731715 214.533566783 214.533566783 5735.7635468 55.8081904174 625.212067423 480.061464142
-3.20644113184 0.647822680648 567.559954869 636.857591772 636.857591772 5216.74329502 52.8348304754 2378.43650789 666.558062425
-3.20644113184 0.647822680648 567.559954869 636.857591772 636.857591772 5216.74329502 55.5494842263 2378.43650789 1150.06212989
-0.624226996393 1.3868538989 10.24568496 13.5830050549 13.5830050549 6491.28540305 35.0706908335 230.780592127 159.198951693
-1.4500456749 0.570845546265 11.6723329058 19.5789474777 19.5789474777 6224.46078431 60.3021979833 256.271898921 199.695371873
-0.279699387258 2.22374902938 6.47081613559 10.0312396876 10.0312396876 5494.16666667 36.7841364951 155.261081088 157.547013392
-2.41311881342 1.2089342703 416.457932045 617.938011541 617.938011541 5387.82679739 54.5350238326 1592.53618001 1466.03735255
-2.40656114057 0.536043444038 87.3750782902 159.321711697 159.321711697 6358.21078431 55.3496997659 510.99891 358.868067641
-3.0333187521 0.9777852162 -1.0 -1.0 -1.0 6164.28571429 50.6968993163 0.0 54.0948645445
-2.86154712948 1.06946953239 -1.0 -1.0 -1.0 22108.3333333 105.911734263 0.0 36.2971068476
-1.75896492833 1.26989790684 31.0663973274 68.412350772 68.412350772 7906.12745098 62.1158661247 279.188415095 219.523469234
-1.50964169613 0.893194144976 22.2041621326 40.3616678023 40.3616678023 11137.0098039 70.1376565004 234.639314504 193.449706806
-2.64843265441 0.912523676333 166.022974644 346.076412646 346.076412646 4826.47058824 58.4649712236 626.660178154 487.277726489
-0.768879766707 1.32776602581 5.95394121171 6.72043542448 6.72043542448 5029.97512438 59.3012429948 108.770987619 103.23714597
-2.53177401888 1.14658416931 129.188558683 254.961989047 254.961989047 7275.49019608 52.2803248712 654.993245344 46.8866702817
-2.53177401888 1.14658416931 129.188558683 254.961989047 254.961989047 7275.49019608 61.6515929281 654.993245344 490.586722126
-1.99789814189 0.967345443398 51.6011693308 98.3815678331 98.3815678331 5795.68627451 53.3405276634 463.212734333 444.765177446
-1.85996655654 0.97474341934 37.6952754511 61.2304127053 61.2304127053 5584.31372549 52.1925338919 527.030544992 400.489543961
-2.32548104453 1.46127240623 216.826509447 397.619629854 397.619629854 5077.39845938 49.8140175449 664.390492902 312.520945251
-2.32548104453 1.46127240623 216.826509447 397.619629854 397.619629854 5077.39845938 51.2100776347 664.390492902 296.96097814
-1.50407148428 0.860927196657 23.8205046831 45.8453957472 45.8453957472 8428.55392157 62.5507869361 363.131266544 321.815735598
-2.27487964471 1.75155596251 322.046342693 608.698359128 608.698359128 6494.77124183 57.4752928273 703.745252767 666.830629874
-1.70513270818 1.00668126612 15.384872361 29.2442093535 29.2442093535 4982.84313725 63.1713368652 224.820175212 215.419011749
-1.82349662438 1.03997175794 45.4421924013 83.9215404763 83.9215404763 5883.17401961 54.3677032527 595.193140927 461.135469589
-1.12879812249 0.917776131882 7.07957508673 14.7378692778 14.7378692778 3566.29720854 45.2835141558 207.051220458 140.124763238
-2.95477682308 1.37718323241 -1.0 -1.0 -1.0 2731.37254902 54.8267028307 118.802421668 100.833816883
-1.04708462695 1.18956097832 5.73712313264 11.4238733695 11.4238733695 6079.80295566 56.3468564635 125.194230252 93.942255647
-1.02137649146 1.09832954149 4.49188601836 9.64687768246 9.64687768246 5456.8627451 68.8242793786 117.036449263 90.8234520825
-1.45793853134 1.26251150985 15.9419305394 35.367291143 35.367291143 3853.25980392 48.9194080767 233.657945036 212.827949593
-1.49213256881 1.00462815761 20.1648959614 33.545372271 33.545372271 6033.1773399 44.4964954454 320.607333268 276.358201144
-1.87098862604 1.20738988198 48.7559674406 96.3991135416 96.3991135416 5975.73529412 53.2712975971 376.149805326 358.654292782
-2.26738760095 0.768539870585 67.0005800139 117.542305129 117.542305129 5538.50081699 52.381642958 511.119027302 406.243671088
-2.1502280762 0.860937660443 63.3721166396 127.814202371 127.814202371 4907.67156863 57.4563852068 374.654700892 287.633973032
-1.42487926476 1.64510996 16.8890527766 31.3337870875 31.3337870875 5359.79166667 58.4797414834 296.473104424 262.290693044
-1.83341486709 1.81304764785 37.683708931 78.9084107423 78.9084107423 5931.8627451 63.3351519881 310.574525183 293.812489047
-0.991578828175 0.993440666117 5.74404378481 10.8010618672 10.8010618672 6018.69747899 48.5352220619 166.274326735 132.349500373
-2.00906761197 1.27660348272 45.0897416004 92.8844653106 92.8844653106 5011.28899836 51.312683039 465.922056118 349.710643941
-1.31082256802 0.761527507579 5.73214694371 10.8030732018 10.8030732018 5800.65359477 57.3949220898 186.702303352 128.287708959
-2.31617643728 1.19960574797 112.939997952 214.817368097 214.817368097 4656.66035354 51.6211195819 643.586446155 507.825078552
-1.74346327983 1.20001773953 50.7367387769 89.9513160514 89.9513160514 15598.7394958 48.4118869941 528.52429308 152.805076407
-1.74346327983 1.20001773953 50.7367387769 89.9513160514 89.9513160514 15598.7394958 68.9603144772 528.52429308 249.772426397
-0.656947830057 1.68810456654 10.6124822836 9.21406543122 9.21406543122 10891.6666667 61.8072003926 202.292196992 158.780220235
-0.940810467341 1.24255707234 8.42823787576 11.889320961 11.889320961 6486.51960784 48.3564292938 153.858802685 107.197512052
-1.55062801288 0.937015891194 12.862761224 22.0382989472 22.0382989472 4794.25287356 45.8108752418 235.055427165 162.272151071
-3.27553374544 0.891206156477 509.090474161 934.894918998 934.894918998 5583.28907952 55.4808333983 1753.43137528 518.490794474
-3.27553374544 0.891206156477 509.090474161 934.894918998 934.894918998 5583.28907952 58.2532145497 1753.43137528 870.953988134
-1.68685083047 1.37977258909 50.1545531603 90.4317358199 90.4317358199 6050.0 57.6211779772 481.726636014 336.868430609
-1.50064551396 1.50126804766 25.4394420208 44.6800230657 44.6800230657 5810.23284314 46.9846233061 379.158168723 282.40065986
0.505899158393 4.80890531872 1.65036552371 2.57766995084 2.57766995084 19332.622549 31.487995991 0.0 53.5184886018
-2.61869927128 1.71680370273 789.907931372 1173.30090389 1173.30090389 5217.34943978 55.9443610966 2092.94793111 814.158314642
-2.61869927128 1.71680370273 789.907931372 1173.30090389 1173.30090389 5217.34943978 58.7208267317 2092.94793111 744.272825074
-1.82510262035 1.12470959317 49.505563686 97.0905095475 97.0905095475 4883.29248366 46.7953890531 451.896129747 403.123080179
-2.2804023369 1.0462206536 105.407250504 201.52320669 201.52320669 8439.11764706 58.6884069647 712.021029846 384.869853142
-2.2804023369 1.0462206536 105.407250504 201.52320669 201.52320669 8439.11764706 67.7558447015 712.021029846 176.293757197
-0.699172025288 0.906576715519 3.35888589964 5.25280784655 5.25280784655 5036.25816993 44.9798397304 143.435970176 122.755937394
-1.87660362819 0.966090907886 57.8161123781 105.233628697 105.233628697 7306.25 52.1966806565 523.033281968 398.022513997
-2.06307327069 0.930660828449 39.3150683764 77.871428771 77.871428771 5929.30693069 55.9254746499 423.112049792 341.430148188
-2.11563854366 1.08209201862 63.2564468765 134.550780172 134.550780172 5582.23864258 55.1622087194 510.05791 470.118215101
-2.94295867908 1.06996912699 614.371222831 1175.27978287 1175.27978287 5301.38888889 54.7420934837 1592.53618001 743.150695815
-2.94295867908 1.06996912699 614.371222831 1175.27978287 1175.27978287 5301.38888889 57.5567092613 1592.53618001 671.447155852
-1.6947850614 1.00992666897 26.4688492814 56.5493515197 56.5493515197 5662.70739065 54.2534226852 506.22421 86.0122450864
-1.6947850614 1.00992666897 26.4688492814 56.5493515197 56.5493515197 5662.70739065 58.344796237 506.22421 310.666529723
-1.91646750085 0.581129775612 16.9554958075 33.3663640587 33.3663640587 4223.65196078 49.2859723064 253.367553388 207.379362651
-3.05870246331 1.09157529653 -1.0 -1.0 -1.0 8111.76470588 52.7082475365 70.9616819954 70.5050076772
-2.28762320174 0.631687402676 113.395038522 199.514666348 199.514666348 5897.29166667 56.3744786848 720.79737149 560.786797927
-1.1082777243 1.43612579616 15.4303458446 30.5889821145 30.5889821145 5704.65686275 42.6020920978 199.945591387 153.37732173
-1.3320255291 0.892975440666 10.1368139287 21.0353779345 21.0353779345 6528.06372549 60.8174869494 232.273022032 171.031644305
-1.62838916701 0.808004870623 9.15410360134 18.2345132857 18.2345132857 5740.19607843 54.8504155543 231.78405925 193.415847441
-2.13658652606 1.24811047924 68.166389264 131.506887503 131.506887503 7628.7254902 53.6024291575 510.2141318 153.961023224
-2.13658652606 1.24811047924 68.166389264 131.506887503 131.506887503 7628.7254902 60.1765765666 510.2141318 343.845857276
-1.2578595114 0.910679654052 6.7156903511 11.2225839088 11.2225839088 6078.03776683 50.6067075203 192.07073496 142.291734658
-2.16586480418 1.1326269186 110.214688176 214.796370896 214.796370896 5601.71122995 56.3092725346 689.365220161 508.811442763
-2.08316296034 1.76781875361 104.516807917 206.20009102 206.20009102 4903.125 50.1424310664 409.529996197 357.46594031
-1.9116564596 1.22489314886 67.2939039502 122.803856216 122.803856216 6045.09803922 59.9091612158 393.129658786 315.789451359
-1.88887294391 0.877731341064 14.5146684692 29.8993429054 29.8993429054 4855.88235294 58.4664051961 190.833231682 173.930679755
-2.3631587481 0.66751635391 55.5657651822 123.893958395 123.893958395 4876.32352941 53.4894206274 391.593858312 339.419505251
-1.48230744076 1.35931817726 43.8656138511 68.9070432778 68.9070432778 5981.51552288 48.9941024627 353.946143009 350.051437726
-1.86325944672 1.02924348623 24.9659871171 55.8704517615 55.8704517615 5715.07352941 62.5537716209 371.38350305 292.561623936
-1.80257813838 0.890867423354 33.5174179676 65.4062477007 65.4062477007 3951.28676471 54.3981399513 682.851358338 386.355278121
-2.1848727407 1.30096536983 78.8025540701 163.3069142 163.3069142 5492.99719888 55.1183603918 549.77362922 481.648972561
-2.51925818423 1.26796584758 408.398222177 625.607655233 625.607655233 5326.7938641 55.445648134 1689.31852949 752.915667236
-2.51925818423 1.26796584758 408.398222177 625.607655233 625.607655233 5326.7938641 58.2982007297 1689.31852949 745.974538957
-1.38641085072 0.871774043647 11.7090529962 19.674207596 19.674207596 5097.86535304 43.5886205106 361.041201375 217.246741086
-1.41702666474 0.858520949458 21.0529392589 36.4102814514 36.4102814514 4431.04575163 46.1803322375 417.711256835 322.64458144
-2.90308542949 1.08237123449 -1.0 -1.0 -1.0 6341.66666667 36.1460153812 137.747770341 93.162300524
-1.42939203874 1.13608733396 14.7134763566 27.5205712412 27.5205712412 6245.55759804 63.3217084141 235.760591204 246.940351892
-1.91433086703 1.50028009848 61.0930735486 114.741940323 114.741940323 8554.11764706 62.0536053774 432.987427015 327.053502916
-2.66131800997 1.15206835052 448.465140916 879.512855954 879.512855954 5466.39705882 56.2623576176 1191.22694895 893.02139179
-1.14795729686 0.893471256241 6.2226195424 9.75222147218 9.75222147218 8931.49509804 53.0009832961 171.638334232 160.372505238
-1.46266710973 1.38507043844 28.0921410893 61.2923550305 61.2923550305 12843.0392157 61.5224426431 342.498802415 79.1305738943
-1.46266710973 1.38507043844 28.0921410893 61.2923550305 61.2923550305 12843.0392157 72.4317040901 342.498802415 189.489480116
-1.97429281319 1.14119271781 39.0686853702 80.5077008049 80.5077008049 5101.32352941 54.5347588274 379.428651116 296.263603747
-3.05468921007 0.962938193875 872.385309851 1240.74123336 1240.74123336 5181.86068111 54.5258401355 2613.84309001 775.329699626
-3.05468921007 0.962938193875 872.385309851 1240.74123336 1240.74123336 5181.86068111 55.8866928403 2613.84309001 1517.35842849
-0.951360061831 1.317147146 10.6794062879 17.4691558081 17.4691558081 2700.52083333 73.8381168469 227.90986821 152.212169772
-2.85158020638 0.86934630023 509.005427796 770.747268915 770.747268915 5505.06127451 53.0887370356 2014.20602977 954.737956921
-2.85158020638 0.86934630023 509.005427796 770.747268915 770.747268915 5505.06127451 55.7774996441 2014.20602977 910.935290078
-1.45583618743 1.66389678087 37.531409164 73.3348348781 73.3348348781 7878.06372549 63.8048654829 372.350102036 343.178852956
-2.69407817507 0.588494432325 135.329286253 258.299397104 258.299397104 5433.66013072 55.720746409 710.282001671 641.294981653
-2.01461422745 1.25480822209 92.7659788367 168.847181229 168.847181229 5458.89355742 51.8107728603 547.32413188 492.378656708
-2.81498117098 0.676124516668 262.746105957 401.03413767 401.03413767 5108.78482972 52.3065580458 1343.40533564 234.595382401
-2.81498117098 0.676124516668 262.746105957 401.03413767 401.03413767 5108.78482972 55.4319912131 1343.40533564 1034.05436516
